ticket_id,channel,plan,region,ticket_text,priority,zs_guess,zs_confidence,category
CB-7369,in-app,Free,LATAM,sorry to bother you but loading a shared link is slower than opening it from inside the app,low,performance,0.862,performance
CB-6086,email,Free,EMEA,"morning, we were moved to a more expensive tier without being told",normal,bug_ui,0.4717,billing_plan
CB-6410,chat,Business,EMEA,"hello, the deduplication rule is merging two genuinely different customers",urgent,integrations,0.7463,data_sync
CB-6243,in-app,Team,EMEA,The number formatting uses commas and periods inconsistently. Thanks!,low,bug_ui,0.9275,bug_ui
CB-7280,phone,Enterprise,North America,Raising this again: The print view takes so long it fails.,normal,performance,0.8136,performance
CB-7322,phone,Team,EMEA,"Hi team, The app slows to a crawl when a colleague is editing the same view. Screenshot attached.",normal,performance,0.9547,performance
CB-7197,chat,Team,APAC,"Hi team, Logging in on a second device signs me out of the first.",normal,login_access,0.5901,login_access
CB-6473,chat,Team,North America,Numbers are rounded to whole units and we need two decimals.,normal,bug_ui,0.9334,data_sync
CB-6215,chat,Enterprise,EMEA,Sorry to bother you but The tooltip covers the value it is describing. Please escalate if needed.,urgent,bug_ui,0.6269,bug_ui
CB-7273,chat,Free,LATAM,The autosave blocks typing while it runs.,normal,performance,0.3731,performance
CB-6547,phone,Free,APAC,Reporting on behalf of my team: Please add support for our region's date format. Only happens for our EMEA users. Please treat as high priority.,normal,feature_request,0.8711,feature_request
CB-6941,email,Business,EMEA,Not sure if this is the right place but The Jira integration creates tickets in the wrong project.,urgent,bug_ui,0.6345,integrations
CB-6737,in-app,Free,EMEA,Hey How do I merge two duplicate records? Not blocking but annoying. Let me know.,low,how_to,0.9907,how_to
CB-6392,phone,Business,North America,"The sync only picks up records changed in the last hour, not the last day.",normal,bug_ui,0.7571,data_sync
CB-6985,in-app,Enterprise,North America,Following up: We cannot rotate the API key without downtime.,high,integrations,0.7655,integrations
CB-6469,chat,Business,EMEA,Following up: The sync ignores our filter and pulls every record. Thanks in advance.,urgent,data_sync,0.6153,data_sync
CB-7305,email,Enterprise,APAC,"Hi team, The app is much slower in Firefox than in Chrome. Please escalate if needed.",high,performance,0.9568,performance
CB-6026,phone,Free,EMEA,"Sorry to bother you but Please cancel the renewal, we are not continuing next year.",high,billing_plan,0.9334,billing_plan
CB-7318,email,Team,EMEA,"Hi team, The scheduled report never finishes for our biggest region. Screenshot attached.",normal,performance,0.4711,performance
CB-6522,phone,Business,EMEA,"Hi, The sync skipped an entire month of records. Thanks in advance.",high,performance,0.3714,data_sync
CB-6784,in-app,Enterprise,EMEA,"Hi team, Can I tag records and filter by tag later?",urgent,how_to,0.6986,how_to
CB-6846,in-app,Free,North America,How do I set up a recurring data refresh? This is urgent.,normal,how_to,0.973,how_to
CB-6623,in-app,Free,LATAM,"Hello, Can you add keyboard shortcuts for the common actions?",normal,feature_request,0.8992,feature_request
CB-7388,chat,Free,North America,Reporting on behalf of my team: Queries that finish quickly in the console time out in the UI. Thanks in advance.,high,performance,0.655,performance
CB-6543,chat,Business,LATAM,We want to be able to pin a note to the top of a workspace. Reproduced on two machines. We need this resolved before month end.,normal,feature_request,0.8473,feature_request
CB-7109,in-app,Team,LATAM,"hi, the account recovery flow asks a security question we never set",low,login_access,0.8773,login_access
CB-6408,email,Free,North America,reporting on behalf of my team: duplicate records appear after every sync run,urgent,bug_ui,0.8955,data_sync
CB-6600,in-app,Business,EMEA,"Following up: We want to schedule reports to Slack, not just email. Any help appreciated.",urgent,how_to,0.3938,feature_request
CB-6345,email,Free,LATAM,The date picker will not let me select anything before 2024.,urgent,bug_ui,0.645,bug_ui
CB-7332,email,Enterprise,APAC,Hey The API takes four seconds for a request that used to take one. Screenshot attached.,normal,integrations,0.514,performance
CB-6974,email,Team,North America,The API deprecation notice gave us two weeks.,high,integrations,0.7053,integrations
CB-6794,in-app,Enterprise,EMEA,Quick one: How do I combine two metrics into one chart? Reproduced on two machines. Not blocking but annoying. Screenshot attached.,high,how_to,0.8991,how_to
CB-6764,email,Team,North America,Reporting on behalf of my team: How do I create a template other teams can copy? Happy to jump on a call if easier.,low,how_to,0.8563,how_to
CB-6571,in-app,Enterprise,APAC,Sorry to bother you but An audit log we can export would help our compliance review. Reproduced on two machines. Thanks!,high,feature_request,0.2941,feature_request
CB-7227,in-app,Business,LATAM,Sorry to bother you but The first load of the day is always far slower than the rest. Screenshot attached.,high,performance,0.8469,performance
CB-6264,chat,Free,LATAM,The tooltip covers the value it is describing.,normal,bug_ui,0.2188,bug_ui
CB-6700,chat,Business,APAC,"We need alerts that trigger on a rate of change, not just a level.",low,feature_request,0.8354,feature_request
CB-7126,phone,Business,EMEA,Second time asking about this. Our identity provider says the assertion audience does not match. We are on the Team plan. Please escalate if needed.,low,login_access,0.3619,login_access
CB-6530,in-app,Team,APAC,we want a way to flag a metric as deprecated,normal,bug_ui,0.4078,feature_request
CB-6017,in-app,Enterprise,APAC,Reporting on behalf of my team: Our nonprofit discount application has had no response.,normal,data_sync,0.5098,billing_plan
CB-6300,chat,Free,EMEA,sorry to bother you but the dropdown closes before i can scroll to my option,normal,performance,0.6819,bug_ui
CB-6798,email,Enterprise,LATAM,Second time asking about this. How do I create a template other teams can copy?,normal,how_to,0.9245,how_to
CB-6292,email,Free,LATAM,the calendar starts the week on the wrong day for our region,low,bug_ui,0.9369,bug_ui
CB-6648,phone,Free,LATAM,Reporting on behalf of my team: We would like a mobile widget for our key metric. Any help appreciated.,normal,feature_request,0.7007,feature_request
CB-7217,phone,Business,APAC,"Morning, I am told my email is already registered but I have never signed up. Ticket reference from last time was in the thread.",urgent,login_access,0.4873,login_access
CB-6204,chat,Enterprise,North America,Not sure if this is the right place but The notification badge never clears. It affects about a dozen people. This is urgent.,urgent,bug_ui,0.6479,bug_ui
CB-6225,phone,Business,LATAM,Reporting on behalf of my team: The dropdown closes before I can scroll to my option. Let me know.,low,performance,0.6152,bug_ui
CB-7400,chat,Free,LATAM,Second time asking about this. Our overnight batch now overruns into working hours. It worked fine last week. Please escalate if needed.,high,performance,0.7741,performance
CB-6065,phone,Enterprise,APAC,"Hi team, The seat count includes deactivated users.",normal,bug_ui,0.8719,billing_plan
CB-6424,chat,Enterprise,EMEA,"Hello, The nightly sync silently stopped three days ago. Thanks in advance.",normal,performance,0.5714,data_sync
CB-7059,in-app,Free,APAC,Quick one: I am told my email is already registered but I have never signed up. Not blocking but annoying. Any help appreciated.,urgent,login_access,0.4586,login_access
CB-6196,chat,Business,North America,"morning, the success toast disappears before it can be read",normal,bug_ui,0.4164,bug_ui
CB-6317,email,Team,LATAM,Sorry to bother you but The breadcrumb shows a folder that no longer exists.,normal,bug_ui,0.3605,bug_ui
CB-6459,phone,Business,LATAM,"Morning, Records that were deleted upstream are still showing here. Our admin has already tried the usual steps.",normal,bug_ui,0.5261,data_sync
CB-6275,phone,Team,LATAM,Not sure if this is the right place but Long labels are cut off with no tooltip to read them. Can someone take a look?,urgent,bug_ui,0.846,bug_ui
CB-6381,chat,Free,APAC,"Hello, The sync only picks up records changed in the last hour, not the last day. This is urgent.",normal,data_sync,0.4884,data_sync
CB-6583,phone,Business,LATAM,Can you add an option to require a reason when data is deleted? Thanks!,normal,feature_request,0.9761,feature_request
CB-6491,email,Free,EMEA,"Hello, Our timezone setting is ignored on scheduled syncs. I have cleared cache and tried incognito. Ticket reference from last time was in the thread.",normal,bug_ui,0.2864,data_sync
CB-7077,phone,Business,LATAM,Our SCIM provisioning stopped creating new users last Tuesday. This is urgent. We need this resolved before month end.,high,performance,0.415,login_access
CB-6045,in-app,Team,North America,Sorry to bother you but We were charged twice this month for the same seats.,low,billing_plan,0.9802,billing_plan
CB-6112,email,Enterprise,APAC,"Hi team, The cancellation still charged us for the following month.",normal,billing_plan,0.9705,billing_plan
CB-7111,email,Enterprise,LATAM,"Hello, I cannot sign in, it says my password is wrong but I never changed it. It worked fine last week.",low,login_access,0.9955,login_access
CB-6088,email,Team,APAC,We want to switch from monthly to annual billing mid-term. Thanks!,normal,billing_plan,0.9045,billing_plan
CB-6740,in-app,Business,North America,how do i move a dashboard to a different owner?,high,how_to,0.9887,how_to
CB-7088,chat,Enterprise,LATAM,"Second time asking about this. I need to transfer the owner role, the previous owner has left. Fairly low priority.",normal,how_to,0.1823,login_access
CB-6876,chat,Free,North America,The connector cannot handle our custom object names. Only happens for our EMEA users. Please treat as high priority. Let me know.,low,integrations,0.6727,integrations
CB-7119,chat,Team,LATAM,Reporting on behalf of my team: The Google sign-in button sends me into a redirect loop. Not blocking but annoying.,normal,login_access,0.9589,login_access
CB-6409,email,Team,LATAM,Raising this again: Boolean fields arrive as one and zero instead of true and false. This is blocking our weekly reporting. Please treat as high priority.,high,performance,0.6291,data_sync
CB-6231,chat,Team,LATAM,Raising this again: Keyboard focus is invisible so I cannot tab through the form.,urgent,feature_request,0.2077,bug_ui
CB-7038,phone,Free,LATAM,Reporting on behalf of my team: The integration was disabled automatically and nobody was told. Please escalate if needed.,normal,data_sync,0.5855,integrations
CB-6729,in-app,Enterprise,LATAM,Can I hide a metric from a shared view without deleting it? Our admin has already tried the usual steps.,high,how_to,0.9701,how_to
CB-6356,email,Business,North America,raising this again: the backfill has been running for two days with no progress,low,performance,0.8722,data_sync
CB-6897,chat,Enterprise,APAC,hey the jira integration creates tickets in the wrong project,urgent,integrations,0.7069,integrations
CB-6873,email,Free,APAC,Hey How do I create a template other teams can copy? No rush on this one. Ticket reference from last time was in the thread.,normal,how_to,0.9338,how_to
CB-7004,chat,Team,EMEA,Following up: Rate limits are much lower than the documentation says. Happy to jump on a call if easier.,normal,billing_plan,0.6215,integrations
CB-6746,in-app,Free,LATAM,Where do I manage notification preferences for the whole org? Thanks!,normal,how_to,0.9675,how_to
CB-7200,email,Team,APAC,Following up: Someone who left the company still has an active account. Reproduced on two machines.,low,login_access,0.8368,login_access
CB-6954,chat,Free,APAC,raising this again: the sftp drop stopped accepting our key,normal,performance,0.3842,integrations
CB-6839,chat,Enterprise,EMEA,Can I restrict a field so only managers see it? Screenshot attached.,high,how_to,0.8449,how_to
CB-7365,email,Team,North America,"hello, the product is fine for one user but crawls with twenty",low,performance,0.8953,performance
CB-6661,chat,Free,LATAM,"Morning, We need finer control over what appears in the weekly digest.",high,bug_ui,0.3142,feature_request
CB-6697,chat,Business,APAC,"Hi team, Please add a way to bulk reassign ownership when someone leaves. This is urgent. Happy to jump on a call if easier.",low,feature_request,0.8034,feature_request
CB-6443,email,Business,APAC,The schedule says hourly but it runs about once a day.,urgent,bug_ui,0.9726,data_sync
CB-6366,email,Business,EMEA,"Hi, Two connectors write to the same table and conflict. I have cleared cache and tried incognito. Ticket reference from last time was in the thread.",normal,integrations,0.8343,data_sync
CB-6092,email,Team,North America,"hello, please cancel the renewal, we are not continuing next year",normal,billing_plan,0.8794,billing_plan
CB-6634,email,Free,APAC,Hey A public API for dashboard creation would let us automate onboarding. Thanks!,high,integrations,0.7957,feature_request
CB-6233,chat,Enterprise,LATAM,The column widths reset every time I open the view. Please escalate if needed.,normal,bug_ui,0.9457,bug_ui
CB-6023,chat,Enterprise,North America,We were moved to a more expensive tier without being told. Any help appreciated.,urgent,billing_plan,0.4554,billing_plan
CB-6282,chat,Business,EMEA,"Morning, The icon for archive and the icon for delete are identical. Our admin has already tried the usual steps. Happy to jump on a call if easier.",normal,bug_ui,0.4025,bug_ui
CB-6335,email,Business,North America,"Hi, The tab order jumps to the footer in the middle of the form.",normal,bug_ui,0.4854,bug_ui
CB-6099,phone,Enterprise,EMEA,Not sure if this is the right place but Our nonprofit discount application has had no response. It worked fine last week. This is urgent. We need this resolved before month end.,normal,performance,0.1787,billing_plan
CB-6975,email,Free,EMEA,"Morning, The Stripe integration reports different totals to Stripe itself. Any help appreciated.",normal,bug_ui,0.5355,integrations
CB-6829,phone,Business,APAC,"Morning, How can I see who changed a dashboard and when? Not blocking but annoying. Please escalate if needed.",urgent,how_to,0.7668,how_to
CB-6315,email,Enterprise,APAC,Hey The mobile layout overlaps two buttons so I hit the wrong one.,high,bug_ui,0.3801,bug_ui
CB-6295,in-app,Business,EMEA,"Hi team, The empty state says loading forever when there is simply no data.",low,performance,0.6638,bug_ui
CB-6242,chat,Team,APAC,raising this again: the back button takes me out of the app entirely,high,performance,0.2184,bug_ui
CB-6226,email,Business,LATAM,"hi, the tab order jumps to the footer in the middle of the form",high,bug_ui,0.7118,bug_ui
CB-7076,phone,Team,EMEA,Sorry to bother you but We want to enforce SSO only and disable password sign-in. No rush on this one.,normal,login_access,0.854,login_access
CB-6918,phone,Business,North America,The connector cannot handle our custom object names. Not blocking but annoying. Thanks in advance.,normal,integrations,0.8421,integrations
CB-7291,phone,Free,LATAM,Sorry to bother you but Our largest account cannot open its own dashboard at all. Fairly low priority. Please escalate if needed.,urgent,performance,0.5112,performance
CB-6044,chat,Free,LATAM,"Hello, The proration on our upgrade looks wrong. Thanks!",urgent,bug_ui,0.7263,billing_plan
CB-6168,phone,Enterprise,North America,reporting on behalf of my team: the payment page rejects our corporate card as invalid,normal,billing_plan,0.7529,billing_plan
CB-6077,email,Team,EMEA,The enterprise agreement pricing does not match what sales quoted.,normal,bug_ui,0.5552,billing_plan
CB-6245,chat,Team,APAC,Not sure if this is the right place but The sidebar collapses every time I navigate. Fairly low priority.,high,bug_ui,0.6549,bug_ui
CB-6872,chat,Free,EMEA,Hey What is the correct order to set up a new team?,normal,how_to,0.9881,how_to
CB-7173,chat,Enterprise,North America,Second time asking about this. It signs me out every twenty minutes for no reason. It affects about a dozen people. Please advise.,urgent,performance,0.6435,login_access
CB-6896,email,Team,APAC,Pagination in the API skips the last page. Ticket reference from last time was in the thread.,low,integrations,0.8033,integrations
CB-6704,in-app,Free,EMEA,How do I combine two metrics into one chart?,high,how_to,0.9717,how_to
CB-6115,email,Business,APAC,"morning, the discount code from the conference does not work",low,bug_ui,0.3268,billing_plan
CB-6374,email,Business,LATAM,Sorry to bother you but The sync completes but half the fields are empty.,urgent,bug_ui,0.4918,data_sync
CB-6062,phone,Business,EMEA,The refund was approved three weeks ago and has not arrived. Ticket reference from last time was in the thread.,low,billing_plan,0.8981,billing_plan
CB-6024,chat,Business,APAC,Quick one: The plan comparison page and the checkout page show different prices.,normal,bug_ui,0.5216,billing_plan
CB-6797,chat,Business,EMEA,Hey Can I schedule a report to go out every Monday morning? It worked fine last week.,normal,how_to,0.9756,how_to
CB-6167,phone,Business,EMEA,"Morning, We are on a legacy plan and want to know what we lose by moving. Thanks!",normal,billing_plan,0.4984,billing_plan
CB-6412,in-app,Enterprise,LATAM,quick one: deleted records come back on the next run,urgent,bug_ui,0.4854,data_sync
CB-6553,in-app,Enterprise,North America,"Hi team, We would like to see a changelog inside the product. Please escalate if needed.",low,bug_ui,0.4005,feature_request
CB-7020,email,Free,LATAM,"Hi team, Pagination in the API skips the last page. Happens roughly half the time.",urgent,integrations,0.7988,integrations
CB-6378,email,Enterprise,North America,"hi, changes made here are not written back upstream",normal,data_sync,0.4339,data_sync
CB-6314,email,Business,APAC,Following up: The success toast disappears before it can be read. Ticket reference from last time was in the thread.,normal,bug_ui,0.3724,bug_ui
CB-7021,email,Business,APAC,Quick one: The outbound webhook does not include the record identifier.,normal,integrations,0.881,integrations
CB-6127,email,Enterprise,LATAM,Sorry to bother you but We need a quote for adding thirty seats next quarter. Happens roughly half the time.,urgent,bug_ui,0.357,billing_plan
CB-6171,in-app,Free,North America,"Hi, The seat count includes deactivated users. Please treat as high priority. Screenshot attached.",normal,bug_ui,0.7719,billing_plan
CB-6472,phone,Business,LATAM,Reporting on behalf of my team: The sync fails silently with no error and no notification. Not blocking but annoying.,normal,performance,0.5899,data_sync
CB-6400,in-app,Business,APAC,raising this again: text fields are truncated at 255 characters,urgent,bug_ui,0.4728,data_sync
CB-6597,phone,Team,APAC,reporting on behalf of my team: please support nested folders,normal,feature_request,0.718,feature_request
CB-7165,phone,Enterprise,LATAM,reporting on behalf of my team: the teammate invite link expires the instant they click it,high,bug_ui,0.4562,login_access
CB-7256,email,Business,APAC,Hey Dashboards take over a minute to load in the morning. Nothing changed on our side.,normal,performance,0.9067,performance
CB-7377,email,Business,North America,Second time asking about this. The autosave blocks typing while it runs.,high,performance,0.5892,performance
CB-6980,phone,Enterprise,APAC,Second time asking about this. The connector duplicates our accounts as separate records.,normal,login_access,0.4585,integrations
CB-6016,email,Team,North America,Reporting on behalf of my team: The annual discount we agreed in the contract was not applied. Happens roughly half the time. No rush on this one.,low,billing_plan,0.4386,billing_plan
CB-7298,phone,Business,EMEA,"Hi, Typing in a long text field lags behind by half a second. Happy to jump on a call if easier.",low,performance,0.9542,performance
CB-6809,phone,Business,EMEA,not sure if this is the right place but can i group by two fields at once?,urgent,how_to,0.8882,how_to
CB-6591,phone,Team,North America,"Hello, We would like usage analytics per dashboard.",high,feature_request,0.4119,feature_request
CB-6990,email,Free,LATAM,"Hi, Our Snowflake connection times out on larger queries.",normal,performance,0.9414,integrations
CB-6070,in-app,Business,EMEA,We cannot tell from the invoice which team the seats belong to. Only happens for our EMEA users.,low,billing_plan,0.8734,billing_plan
CB-6994,phone,Business,North America,Not sure if this is the right place but The SFTP drop stopped accepting our key.,normal,bug_ui,0.3454,integrations
CB-7183,email,Business,LATAM,"Hello, I need to transfer the owner role, the previous owner has left. Ticket reference from last time was in the thread.",normal,how_to,0.6061,login_access
CB-7286,phone,Free,EMEA,Loading times got noticeably worse after last week's release.,urgent,performance,0.8877,performance
CB-7279,in-app,Business,LATAM,The product is fine for one user but crawls with twenty.,normal,performance,0.8769,performance
CB-6666,chat,Team,APAC,Raising this again: An offline mode for the mobile app would be valuable on site visits.,normal,feature_request,0.869,feature_request
CB-7246,email,Free,LATAM,Reporting on behalf of my team: Scrolling a long table stutters badly. Any help appreciated.,normal,bug_ui,0.6769,performance
CB-6628,email,Free,EMEA,Raising this again: We would like to see a changelog inside the product.,low,integrations,0.4259,feature_request
CB-7142,email,Enterprise,EMEA,Our IP allowlist is blocking our own office after the ISP changed our range.,normal,bug_ui,0.9545,login_access
CB-6212,email,Business,APAC,The avatar initials show the wrong user. It affects about a dozen people.,low,login_access,0.2874,bug_ui
CB-6678,chat,Business,EMEA,Sorry to bother you but We need the ability to comment directly on a chart. Please escalate if needed.,normal,feature_request,0.4773,feature_request
CB-6067,in-app,Team,APAC,"Please cancel the renewal, we are not continuing next year.",normal,billing_plan,0.8427,billing_plan
CB-6499,chat,Team,EMEA,"Hi team, Duplicate records appear after every sync run. It worked fine last week. Please advise.",low,bug_ui,0.7476,data_sync
CB-6454,phone,Free,North America,"Hello, Text fields are truncated at 255 characters. Not blocking but annoying.",normal,bug_ui,0.3038,data_sync
CB-6566,chat,Free,EMEA,Hey Can you add keyboard shortcuts for the common actions?,normal,feature_request,0.9382,feature_request
CB-6538,email,Business,EMEA,Raising this again: We need the ability to comment directly on a chart.,low,feature_request,0.731,feature_request
CB-6810,phone,Business,EMEA,Reporting on behalf of my team: Where can I find our API key?,urgent,integrations,0.773,how_to
CB-7309,email,Enterprise,APAC,Following up: Dashboards take over a minute to load in the morning. I have cleared cache and tried incognito. Can someone take a look?,normal,performance,0.9364,performance
CB-6542,email,Enterprise,North America,Can you support two-factor via hardware keys?,normal,login_access,0.6644,feature_request
CB-6624,chat,Business,LATAM,An offline mode for the mobile app would be valuable on site visits. Not blocking but annoying. Thanks in advance.,high,feature_request,0.8969,feature_request
CB-6718,chat,Team,LATAM,how do i add a calculated field?,low,how_to,0.8974,how_to
CB-6403,email,Free,APAC,The last sync timestamp has not moved since Friday.,normal,bug_ui,0.6885,data_sync
CB-6289,in-app,Free,EMEA,Not sure if this is the right place but The undo button undoes more than the last action. Screenshot attached.,normal,how_to,0.3834,bug_ui
CB-6855,phone,Team,APAC,"Hi team, How do I add a calculated field? Can someone take a look?",low,how_to,0.9119,how_to
CB-6880,chat,Business,APAC,Hey The integration marketplace listing says available but the button does nothing.,normal,integrations,0.7703,integrations
CB-7024,email,Team,EMEA,"Morning, Our API key stopped working with no notice. We are on the Team plan. Screenshot attached.",high,integrations,0.8034,integrations
CB-7378,email,Enterprise,EMEA,Hey Exporting anything over ten thousand rows just times out. It affects about a dozen people.,urgent,performance,0.7588,performance
CB-6605,in-app,Free,North America,Not sure if this is the right place but Can you let us localise dashboard titles for different regions? Thanks in advance.,high,feature_request,0.4325,feature_request
CB-7048,chat,Business,EMEA,The API error messages give no detail we can act on. Let me know.,normal,integrations,0.9482,integrations
CB-7152,email,Business,EMEA,The sign-in page shows a blank screen on our locked-down browsers. Our admin has already tried the usual steps. No rush on this one. Screenshot attached.,normal,login_access,0.9905,login_access
CB-7353,chat,Enterprise,EMEA,Hey Queries that finish quickly in the console time out in the UI. We are on the Team plan. Can someone take a look?,low,performance,0.4678,performance
CB-7072,email,Free,LATAM,Not sure if this is the right place but The account recovery flow asks a security question we never set. Fairly low priority.,low,login_access,0.8374,login_access
CB-6073,phone,Team,EMEA,we were moved to a more expensive tier without being told,high,billing_plan,0.4789,billing_plan
CB-6935,phone,Business,EMEA,"Morning, Pagination in the API skips the last page.",normal,integrations,0.6058,integrations
CB-6001,in-app,Free,EMEA,Following up: VAT is not showing on the invoice and our finance team needs it. This started yesterday.,normal,billing_plan,0.775,billing_plan
CB-7135,chat,Enterprise,LATAM,Reporting on behalf of my team: The audit log does not show who removed a user's access. This is blocking our weekly reporting.,normal,login_access,0.4595,login_access
CB-6153,in-app,Enterprise,North America,Raising this again: We need a signed W-8 for our overseas entity.,normal,bug_ui,0.4043,billing_plan
CB-7357,in-app,Free,North America,"Hi team, Dashboards take over a minute to load in the morning.",urgent,performance,0.9327,performance
CB-7331,email,Business,APAC,Not sure if this is the right place but The autosave blocks typing while it runs. Fairly low priority.,low,performance,0.4758,performance
CB-6820,phone,Enterprise,APAC,Sorry to bother you but How do I move a dashboard to a different owner?,high,how_to,0.9862,how_to
CB-6883,email,Enterprise,EMEA,Raising this again: The integration works in sandbox but not in production. Let me know.,normal,integrations,0.8074,integrations
CB-6101,phone,Business,EMEA,"Hi, The refund was approved three weeks ago and has not arrived. Reproduced on two machines. Not blocking but annoying.",normal,billing_plan,0.9855,billing_plan
CB-6662,chat,Team,APAC,Quick one: We need an approval step before a dashboard is shared externally. We need this resolved before month end.,normal,how_to,0.4477,feature_request
CB-6057,email,Free,APAC,quick one: our spend has doubled and we cannot see what drove it,normal,bug_ui,0.5053,billing_plan
CB-7355,in-app,Enterprise,North America,"Hello, The mobile app is unusably slow on anything other than wifi. No rush on this one.",urgent,performance,0.9847,performance
CB-7391,email,Enterprise,LATAM,"hi, the app slows to a crawl when a colleague is editing the same view",normal,performance,0.9654,performance
CB-6117,in-app,Free,LATAM,"Morning, The annual discount we agreed in the contract was not applied. Happens roughly half the time. Thanks!",low,billing_plan,0.6989,billing_plan
CB-6587,email,Team,LATAM,"Hi team, We need finer control over what appears in the weekly digest.",high,bug_ui,0.4025,feature_request
CB-7054,in-app,Enterprise,LATAM,"Morning, The 2FA QR code will not scan and there is no manual key.",urgent,login_access,0.8403,login_access
CB-6306,in-app,Free,North America,"Hello, Long labels are cut off with no tooltip to read them. I have cleared cache and tried incognito. Fairly low priority.",low,bug_ui,0.6107,bug_ui
CB-7169,email,Enterprise,EMEA,Not sure if this is the right place but The Google sign-in button sends me into a redirect loop.,high,login_access,0.9101,login_access
CB-6365,email,Enterprise,EMEA,Reporting on behalf of my team: Deleted records come back on the next run.,urgent,bug_ui,0.8013,data_sync
CB-6703,phone,Enterprise,APAC,What happens to shared links when I archive a view?,high,how_to,0.2464,how_to
CB-6596,phone,Team,LATAM,Quick one: We want to be able to pin a note to the top of a workspace. Happy to jump on a call if easier.,high,how_to,0.6039,feature_request
CB-7083,email,Free,North America,"Hello, Role permissions reset themselves to viewer overnight. Happy to jump on a call if easier.",urgent,how_to,0.6099,login_access
CB-6902,in-app,Enterprise,North America,The connector authenticated but syncs no objects. Please escalate if needed.,normal,integrations,0.7845,integrations
CB-6765,in-app,Free,EMEA,Sorry to bother you but Can I see the history of a metric definition? Happens roughly half the time. No rush on this one.,low,bug_ui,0.4303,how_to
CB-7193,phone,Free,APAC,"Morning, The password reset email never arrives, I have checked spam. This started yesterday. Please treat as high priority. Let me know.",low,login_access,0.8288,login_access
CB-7325,phone,Team,North America,Sorry to bother you but The save button takes so long people click it twice. We are on the Team plan.,high,performance,0.9666,performance
CB-6528,chat,Free,EMEA,Quick one: An audit log we can export would help our compliance review. This started yesterday. Please escalate if needed.,high,integrations,0.3165,feature_request
CB-7271,chat,Enterprise,EMEA,The app becomes unresponsive while a background job runs. Only happens for our EMEA users.,urgent,performance,0.9713,performance
CB-6252,chat,Business,APAC,Second time asking about this. The form loses everything I typed if validation fails.,normal,performance,0.2494,bug_ui
CB-7302,phone,Business,North America,Sorry to bother you but The app uses several gigabytes of memory after an hour.,high,performance,0.7844,performance
CB-6850,chat,Team,EMEA,What is the recommended way to onboard fifty new users at once?,high,how_to,0.9185,how_to
CB-6942,phone,Enterprise,LATAM,"Hello, Rate limits are much lower than the documentation says. This is blocking our weekly reporting. We need this resolved before month end.",high,bug_ui,0.6569,integrations
CB-6984,phone,Business,EMEA,Sorry to bother you but The Salesforce connector disconnects every few hours. Not blocking but annoying.,low,integrations,0.6349,integrations
CB-6003,email,Enterprise,EMEA,Reporting on behalf of my team: We want to switch from monthly to annual billing mid-term.,normal,billing_plan,0.8625,billing_plan
CB-6161,chat,Enterprise,LATAM,Hey The receipt shows a currency we do not use. Nothing changed on our side.,normal,billing_plan,0.8114,billing_plan
CB-6265,email,Business,North America,the number formatting uses commas and periods inconsistently,low,bug_ui,0.9453,bug_ui
CB-6069,email,Team,APAC,The invoice email goes to a person who left the company. Nothing changed on our side. Please escalate if needed.,normal,billing_plan,0.9845,billing_plan
CB-6083,chat,Free,EMEA,second time asking about this we need to split one invoice across two cost centres,high,billing_plan,0.9154,billing_plan
CB-6964,chat,Business,North America,Reporting on behalf of my team: The connector needs a static IP and we cannot get one. This is blocking our weekly reporting. Please treat as high priority.,low,integrations,0.7563,integrations
CB-7137,email,Business,APAC,Quick one: Our SAML certificate expired and nobody on the team can authenticate. Only happens for our EMEA users. No rush on this one.,high,integrations,0.3009,login_access
CB-6799,in-app,Business,North America,"hello, where do i manage notification preferences for the whole org?",normal,how_to,0.9654,how_to
CB-6615,phone,Business,APAC,Please let us set a company-wide default chart style. Please treat as high priority. Screenshot attached.,normal,how_to,0.891,feature_request
CB-6862,email,Business,LATAM,Hey How do I merge two duplicate records? Please escalate if needed.,normal,how_to,0.9873,how_to
CB-6357,email,Enterprise,EMEA,Not sure if this is the right place but The sync order means related records arrive before their parents. Only happens for our EMEA users.,normal,bug_ui,0.8082,data_sync
CB-7060,email,Enterprise,LATAM,Second time asking about this. We need to force a password rotation for every user this quarter.,low,login_access,0.9692,login_access
CB-6781,in-app,Team,North America,Not sure if this is the right place but How do I set up a read-only account for our auditor? It worked fine last week. Please escalate if needed.,low,how_to,0.8675,how_to
CB-7036,in-app,Team,North America,"Hello, The integration works in sandbox but not in production.",normal,integrations,0.817,integrations
CB-6786,chat,Team,North America,hey how do i give someone view-only access without using a full seat?,high,how_to,0.9357,how_to
CB-6247,email,Team,North America,Text is white on white in dark mode. Fairly low priority.,urgent,bug_ui,0.2456,bug_ui
CB-7103,in-app,Free,LATAM,Second time asking about this. MFA is enforced for admins but not for regular users and we need both. Please treat as high priority. Let me know.,normal,login_access,0.4452,login_access
CB-6283,phone,Free,North America,Following up: The dropdown closes before I can scroll to my option.,normal,performance,0.6411,bug_ui
CB-6268,email,Free,APAC,"hello, pasting into the search field adds a trailing space that breaks it",urgent,how_to,0.7398,bug_ui
CB-6380,phone,Enterprise,EMEA,Hey Our date fields are being read as American format when they are European. This is blocking our weekly reporting.,normal,bug_ui,0.9287,data_sync
